projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
Bailey-Jimenez Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,16-04-2023,22-04-2023,rojaskenneth@example.com,4.0,
Miller Group Project,Did you find the project timeline realistic? Please rate from 1 to 5,22-01-2023,28-01-2023,sonyabrooks@example.net,1.0,
Morgan Inc Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,24-09-2023,30-09-2023,vincent27@example.net,4.0,
Sanchez Inc Initiative,Were the project risks effectively managed? Please rate from 1 to 5,19-06-2022,25-06-2022,christopherbarnes@example.com,1.0,
Wright PLC Solution,How satisfied are you with the level of transparency in project communication?,19-06-2022,25-06-2022,bellkelli@example.com,,
"Rice, Jones and Harris Initiative",How would you rate the problem-solving skills of the team?,26-02-2023,04-03-2023,justin55@example.org,1.0,
"Rice, Jones and Harris Initiative",How would you rate the problem-solving skills of the team?,24-03-2024,30-03-2024,joshuasimpson@example.net,4.0,
Roberts Ltd Initiative,How would you rate the quality of work delivered by the team?,20-11-2022,26-11-2022,hruiz@example.com,4.0,
Ford-Gibson Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,02-07-2023,08-07-2023,mbrown@example.net,3.0,
Bell-Henderson Project,Were the project risks effectively managed? Please rate from 1 to 5,26-11-2023,02-12-2023,anitawilliams@example.net,1.0,
Knox-Pope Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,02-10-2022,08-10-2022,mccoyjeffrey@example.com,5.0,Excellent
Wright PLC Solution,Rate the accuracy of the project budget estimation from 1 to 5,25-06-2023,01-07-2023,shawnjones@example.org,,Average
Martinez Inc Solution,Rate the level of adaptability shown by the team members on a scale of 1 to 5,18-09-2022,24-09-2022,kclark@example.com,2.0,
Clark Group Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,14-05-2023,20-05-2023,tdavis@example.org,5.0,
Shaffer-Donovan Initiative,Were the project risks effectively managed? Please rate from 1 to 5,05-11-2023,11-11-2023,ricardopearson@example.net,,
"Adams, Stewart and Thompson Initiative",How would you rate the quality of work delivered by the team?,03-07-2022,09-07-2022,iedwards@example.org,4.0,
"Hall, Copeland and Fuller Solution",Were the project resources allocated efficiently? Please rate from 1 to 5,12-06-2022,18-06-2022,wcisneros@example.com,5.0,
Hale-Aguilar Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,30-04-2023,06-05-2023,kayla27@example.com,1.0,
Walker-Evans Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,15-10-2023,21-10-2023,hutchinsonkelly@example.org,4.0,
Davis-Sullivan Project,How would you rate the problem-solving skills of the team?,13-08-2023,19-08-2023,mendozaedward@example.com,1.0,
Thomas Inc Project,How satisfied are you with the overall progress of the project?,26-06-2022,02-07-2022,kevinstone@example.com,3.0,Poor
Knox-Pope Initiative,How satisfied are you with the project deliverables?,29-05-2022,04-06-2022,danielle86@example.org,4.0,
White-Lozano Project,How would you rate the level of client satisfaction with the project outcomes?,17-09-2023,23-09-2023,tara66@example.com,2.0,
Singh Ltd Solution,Did the project meet your expectations? Please rate from 1 to 5,13-11-2022,19-11-2022,suttontodd@example.org,,
"Webster, Wiley and Phillips Project",How would you rate the level of client satisfaction with the project outcomes?,03-07-2022,09-07-2022,john86@example.net,5.0,Excellent
White-Lozano Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,17-04-2022,23-04-2022,isabellaortiz@example.com,3.0,
Martinez Inc Solution,Rate the level of innovation demonstrated in the project from 1 to 5,10-12-2023,16-12-2023,aburke@example.com,,
Harris-Randolph Initiative,Rate the accuracy of the project budget estimation from 1 to 5,04-06-2023,10-06-2023,aprilcox@example.net,4.0,
Lucas Inc Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,26-02-2023,04-03-2023,philipcox@example.com,,Good
"Smith, Richard and Arroyo Project",How would you rate the quality of work delivered by the team?,06-08-2023,12-08-2023,qfoster@example.org,,
Clark Group Initiative,Rate the accuracy of the project budget estimation from 1 to 5,15-05-2022,21-05-2022,michaelmcgrath@example.org,2.0,Poor
"Silva, Wright and Schmidt Initiative",Did the project meet your expectations? Please rate from 1 to 5,10-03-2024,16-03-2024,hernandezmichelle@example.net,2.0,
Martinez Inc Solution,How would you rate the level of client satisfaction with the project outcomes?,23-10-2022,29-10-2022,greenbenjamin@example.com,3.0,
Bell-Henderson Project,Did the project meet the specified deadlines? Please rate from 1 to 5,21-01-2024,27-01-2024,james93@example.net,2.0,
White-Holland Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,08-05-2022,14-05-2022,blamb@example.net,,
"Silva, Wright and Schmidt Initiative",Were the project risks effectively managed? Please rate from 1 to 5,10-09-2023,16-09-2023,brittanyholmes@example.com,1.0,
Bell-Henderson Project,Rate the level of stakeholder engagement on a scale of 1 to 5,20-08-2023,26-08-2023,joseph22@example.org,5.0,
Shaw-Lara Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,17-12-2023,23-12-2023,darlenethompson@example.org,5.0,
Roberts Ltd Initiative,Were the project risks effectively managed? Please rate from 1 to 5,16-07-2023,22-07-2023,bgonzalez@example.net,3.0,
Shaffer-Donovan Initiative,How satisfied are you with the project deliverables?,20-08-2023,26-08-2023,stephensmelissa@example.org,5.0,
"Monroe, Campbell and Mack Initiative",Were the project resources allocated efficiently? Please rate from 1 to 5,03-07-2022,09-07-2022,jennifer73@example.net,2.0,
Lucas Inc Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,23-10-2022,29-10-2022,hobrien@example.com,3.0,Poor
Bailey-Jimenez Solution,How would you rate the problem-solving skills of the team?,26-06-2022,02-07-2022,martinjones@example.org,,Poor
Lewis PLC Project,Rate the level of innovation demonstrated in the project from 1 to 5,17-04-2022,23-04-2022,jmontoya@example.com,,
Clark Group Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,11-06-2023,17-06-2023,thomasandrea@example.org,4.0,
Davis-Sullivan Project,How would you rate the quality of work delivered by the team?,09-04-2023,15-04-2023,leerichard@example.com,4.0,
Vasquez PLC Initiative,Rate the accuracy of the project budget estimation from 1 to 5,10-04-2022,16-04-2022,kevin86@example.com,1.0,
Hale-Aguilar Solution,Did the project meet your expectations? Please rate from 1 to 5,22-05-2022,28-05-2022,ronaldramos@example.com,2.0,
Carson-Clayton Initiative,Were the project goals clearly defined? Please rate from 1 to 5,21-08-2022,27-08-2022,qwagner@example.net,2.0,
Davis-Sullivan Project,Rate the level of innovation demonstrated in the project from 1 to 5,19-06-2022,25-06-2022,zhobbs@example.org,,
Lewis PLC Project,Rate the effectiveness of the project management on a scale of 1 to 5,25-02-2024,02-03-2024,nelsonmark@example.com,1.0,
"Monroe, Campbell and Mack Initiative",How satisfied are you with the project deliverables?,26-02-2023,04-03-2023,wjackson@example.net,,
Carson-Clayton Initiative,How would you rate the problem-solving skills of the team?,24-09-2023,30-09-2023,baileyscott@example.net,2.0,Fair
"Johnson, Williams and Stanley Solution",Were the project risks effectively managed? Please rate from 1 to 5,19-02-2023,25-02-2023,allenolivia@example.net,,
Harrison LLC Solution,How would you rate the problem-solving skills of the team?,19-03-2023,25-03-2023,patrickthomas@example.org,,
"Hale, Gray and Martinez Initiative",Rate the level of adaptability shown by the team members on a scale of 1 to 5,17-04-2022,23-04-2022,kellywilliams@example.net,3.0,
Nolan-Clark Initiative,How would you rate the level of client satisfaction with the project outcomes?,31-07-2022,06-08-2022,michael63@example.com,4.0,Fair
Knox-Pope Initiative,How satisfied are you with the level of transparency in project communication?,01-01-2023,07-01-2023,cookpatrick@example.net,4.0,Poor
Vasquez PLC Initiative,Rate the effectiveness of the project management on a scale of 1 to 5,06-08-2023,12-08-2023,margaret63@example.net,2.0,
Rodriguez-Fletcher Solution,Rate the effectiveness of the project management on a scale of 1 to 5,03-07-2022,09-07-2022,michelle36@example.net,,Poor
Hale-Aguilar Solution,Rate the level of innovation demonstrated in the project from 1 to 5,15-01-2023,21-01-2023,omclaughlin@example.com,,
Davis-Sullivan Project,Were the project risks effectively managed? Please rate from 1 to 5,29-05-2022,04-06-2022,hgill@example.net,,
White-Holland Solution,How satisfied are you with the project deliverables?,24-04-2022,30-04-2022,daniel69@example.net,,
"Hall, Copeland and Fuller Solution",Did the project meet your expectations? Please rate from 1 to 5,09-10-2022,15-10-2022,kenglish@example.com,3.0,Poor
Carson-Clayton Initiative,Were the project goals clearly defined? Please rate from 1 to 5,23-10-2022,29-10-2022,robert12@example.com,4.0,
Harrison LLC Solution,Were the project goals clearly defined? Please rate from 1 to 5,11-12-2022,17-12-2022,ruben12@example.org,1.0,
Singh Ltd Solution,Rate the effectiveness of the project management on a scale of 1 to 5,17-07-2022,23-07-2022,llynn@example.org,5.0,Average
Bailey-Jimenez Solution,Rate the level of adaptability shown by the team members on a scale of 1 to 5,11-12-2022,17-12-2022,mortiz@example.com,3.0,
"Johnson, Williams and Stanley Solution",How would you rate the level of client satisfaction with the project outcomes?,30-10-2022,05-11-2022,mford@example.com,5.0,
"Johnson, Williams and Stanley Solution",Did the project meet the specified deadlines? Please rate from 1 to 5,04-12-2022,10-12-2022,rickyclark@example.org,,
"Johnson, Williams and Stanley Solution",How would you rate the quality of work delivered by the team?,10-04-2022,16-04-2022,ralphcastillo@example.com,5.0,
Morgan Inc Project,Rate the level of innovation demonstrated in the project from 1 to 5,18-06-2023,24-06-2023,danielprice@example.com,5.0,
"Johnson, Pierce and Davis Project",How satisfied are you with the level of collaboration within the team?,06-08-2023,12-08-2023,xgarrison@example.net,1.0,
Warren-Ingram Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,16-07-2023,22-07-2023,patrick21@example.net,1.0,
Yoder Inc Initiative,Were the project goals clearly defined? Please rate from 1 to 5,12-03-2023,18-03-2023,kellimiller@example.org,3.0,
"Adams, Stewart and Thompson Initiative",How satisfied are you with the level of transparency in project communication?,14-05-2023,20-05-2023,maria79@example.net,5.0,
Lyons-Harrison Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,03-12-2023,09-12-2023,pameladay@example.org,,
"Rice, Jones and Harris Initiative",How satisfied are you with the project deliverables?,01-05-2022,07-05-2022,veronica68@example.net,,
Shaffer-Donovan Initiative,How would you rate the quality of work delivered by the team?,25-06-2023,01-07-2023,alan65@example.net,5.0,
Singh Ltd Solution,Rate the level of innovation demonstrated in the project from 1 to 5,17-04-2022,23-04-2022,melaniestuart@example.com,2.0,
"Hall, Copeland and Fuller Solution",Rate the level of adaptability shown by the team members on a scale of 1 to 5,05-06-2022,11-06-2022,astewart@example.org,1.0,
Clark Group Initiative,Were the project goals clearly defined? Please rate from 1 to 5,29-10-2023,04-11-2023,michaelmcgrath@example.org,5.0,
Lewis PLC Project,How would you rate the level of client satisfaction with the project outcomes?,24-09-2023,30-09-2023,richardjohnson@example.com,,
Shaw-Lara Solution,How satisfied are you with the overall progress of the project?,11-12-2022,17-12-2022,erivera@example.net,4.0,
"Adams, Stewart and Thompson Initiative",How satisfied are you with the level of transparency in project communication?,07-01-2024,13-01-2024,royedward@example.org,5.0,
Shaffer-Donovan Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,05-02-2023,11-02-2023,tcruz@example.com,4.0,
Clark Group Initiative,Rate the accuracy of the project budget estimation from 1 to 5,08-01-2023,14-01-2023,shannonfranklin@example.net,3.0,
"Hale, Gray and Martinez Initiative",Were the project risks effectively managed? Please rate from 1 to 5,22-10-2023,28-10-2023,hollygallagher@example.net,5.0,
"Hall, Copeland and Fuller Solution",Rate the effectiveness of the project management on a scale of 1 to 5,23-04-2023,29-04-2023,paula05@example.net,1.0,Excellent
Lam-Garrison Initiative,Rate the communication between team members on a scale of 1 to 5,30-10-2022,05-11-2022,lanekimberly@example.net,3.0,
Lucas Inc Initiative,How would you rate the problem-solving skills of the team?,02-07-2023,08-07-2023,nataliewatson@example.net,5.0,
Harrison LLC Solution,How would you rate the level of client satisfaction with the project outcomes?,22-05-2022,28-05-2022,jerry95@example.com,4.0,
Martinez Inc Solution,Did the project meet your expectations? Please rate from 1 to 5,18-09-2022,24-09-2022,kclark@example.com,4.0,
Harrison LLC Solution,How satisfied are you with the overall progress of the project?,23-04-2023,29-04-2023,broach@example.com,4.0,
"Rice, Jones and Harris Initiative",How satisfied are you with the project deliverables?,26-03-2023,01-04-2023,steven14@example.net,4.0,
Shaffer-Donovan Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,21-01-2024,27-01-2024,tcruz@example.com,3.0,
Knox-Pope Initiative,How would you rate the quality of work delivered by the team?,21-05-2023,27-05-2023,burtonmark@example.net,1.0,Fair
"Lam, Fisher and Abbott Project",How satisfied are you with the overall progress of the project?,18-12-2022,24-12-2022,cortezdavid@example.com,4.0,
