projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
"Hill, Hernandez and Jones Project",How would you rate the quality of work delivered by the team?,29-10-2023,04-11-2023,vpotts@example.com,3.0,
"Castillo, Frey and Stewart Project",Rate the level of adaptability shown by the team members on a scale of 1 to 5,20-08-2023,26-08-2023,matthewharvey@example.org,3.0,
Saunders LLC Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,08-05-2022,14-05-2022,pchavez@example.org,1.0,
Frey LLC Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,17-03-2024,23-03-2024,deborahtran@example.org,4.0,
Barnett-Harris Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,05-02-2023,11-02-2023,nbennett@example.net,3.0,
Schneider-Tyler Solution,How would you rate the level of client satisfaction with the project outcomes?,27-08-2023,02-09-2023,aphelps@example.org,1.0,
Vargas Group Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,08-01-2023,14-01-2023,jasminebuck@example.org,,Poor
"Lopez, Bradley and Sharp Initiative",Rate the communication between team members on a scale of 1 to 5,01-05-2022,07-05-2022,csantos@example.com,,Poor
Watson-Mcdowell Project,How satisfied are you with the level of collaboration within the team?,03-12-2023,09-12-2023,mike89@example.org,5.0,
Middleton Ltd Project,Rate the accuracy of the project budget estimation from 1 to 5,13-11-2022,19-11-2022,jessegonzalez@example.net,4.0,
Vargas Group Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,04-06-2023,10-06-2023,haley48@example.org,1.0,
Barnett-Harris Initiative,Rate the communication between team members on a scale of 1 to 5,29-10-2023,04-11-2023,paulking@example.com,3.0,Poor
"Thompson, Adkins and Harris Initiative",How satisfied are you with the project deliverables?,10-12-2023,16-12-2023,fraziermisty@example.org,3.0,
"Thompson, Adkins and Harris Initiative",Rate the communication between team members on a scale of 1 to 5,30-07-2023,05-08-2023,uvelasquez@example.com,2.0,
"Hernandez, Smith and Lee Project",How satisfied are you with the level of collaboration within the team?,18-12-2022,24-12-2022,benjamin66@example.org,2.0,
"French, Perez and Hernandez Solution",How satisfied are you with the overall progress of the project?,10-09-2023,16-09-2023,robertsmark@example.com,4.0,
"Castillo, Frey and Stewart Project",Rate the level of stakeholder engagement on a scale of 1 to 5,04-12-2022,10-12-2022,andre61@example.com,,
Carpenter-Holmes Project,How would you rate the level of client satisfaction with the project outcomes?,03-09-2023,09-09-2023,arellanojennifer@example.com,3.0,
Vargas Group Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,27-11-2022,03-12-2022,ykey@example.org,1.0,
Andrews Inc Project,How satisfied are you with the level of collaboration within the team?,11-12-2022,17-12-2022,vbarnes@example.net,1.0,Fair
Carpenter-Holmes Project,Did the project meet the specified deadlines? Please rate from 1 to 5,21-01-2024,27-01-2024,nielsendean@example.org,5.0,
"Thompson, Adkins and Harris Initiative",Did you find the project timeline realistic? Please rate from 1 to 5,02-04-2023,08-04-2023,cjackson@example.com,1.0,
"Hill, Hernandez and Jones Project",How would you rate the quality of work delivered by the team?,29-01-2023,04-02-2023,adamlopez@example.net,,
Johnson-Duncan Initiative,How would you rate the problem-solving skills of the team?,03-07-2022,09-07-2022,victor20@example.org,,
"Jones, Meyer and Smith Solution",How would you rate the quality of work delivered by the team?,28-01-2024,03-02-2024,ajohnson@example.net,1.0,
"Jones, Meyer and Smith Solution",Were the project goals clearly defined? Please rate from 1 to 5,13-08-2023,19-08-2023,michelledavis@example.net,3.0,Average
Randall-Reyes Initiative,Were the project risks effectively managed? Please rate from 1 to 5,15-05-2022,21-05-2022,armstrongmelissa@example.com,5.0,
Stewart Group Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,16-04-2023,22-04-2023,johnsonjessica@example.net,,
Wheeler and Sons Initiative,How satisfied are you with the project deliverables?,03-03-2024,09-03-2024,paul97@example.net,2.0,
Stanton-Pollard Project,How would you rate the level of client satisfaction with the project outcomes?,25-09-2022,01-10-2022,ybrown@example.net,5.0,
"Castillo, Frey and Stewart Project",How would you rate the problem-solving skills of the team?,12-02-2023,18-02-2023,gmiles@example.net,1.0,
Green Ltd Project,How satisfied are you with the level of transparency in project communication?,22-05-2022,28-05-2022,martinezemily@example.net,4.0,
Smith LLC Initiative,How would you rate the problem-solving skills of the team?,21-01-2024,27-01-2024,hannahboyer@example.org,,
Parker-Osborn Project,How would you rate the level of client satisfaction with the project outcomes?,16-07-2023,22-07-2023,jill23@example.net,1.0,
Saunders LLC Solution,How satisfied are you with the project deliverables?,30-07-2023,05-08-2023,april55@example.org,2.0,
Vargas Group Solution,How would you rate the quality of work delivered by the team?,31-07-2022,06-08-2022,olsontristan@example.net,4.0,
Johnson-Duncan Initiative,How satisfied are you with the level of transparency in project communication?,17-12-2023,23-12-2023,johndonovan@example.net,3.0,
Ward Ltd Project,Rate the level of innovation demonstrated in the project from 1 to 5,28-01-2024,03-02-2024,ethangraves@example.org,1.0,
Stanton-Pollard Project,Rate the accuracy of the project budget estimation from 1 to 5,15-01-2023,21-01-2023,zgarner@example.com,2.0,
"Thompson, Adkins and Harris Initiative",Rate the communication between team members on a scale of 1 to 5,23-10-2022,29-10-2022,mosleyjoshua@example.net,4.0,
Olson-Craig Solution,How satisfied are you with the level of transparency in project communication?,17-04-2022,23-04-2022,obrown@example.com,5.0,Average
Parker-Osborn Project,Were the project goals clearly defined? Please rate from 1 to 5,10-07-2022,16-07-2022,ilewis@example.org,,Average
Carpenter-Holmes Project,How satisfied are you with the project deliverables?,24-07-2022,30-07-2022,hannahboyer@example.org,,Excellent
"Roberts, Brown and Lee Initiative",How satisfied are you with the level of transparency in project communication?,31-07-2022,06-08-2022,clee@example.org,3.0,
Campbell Inc Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,25-02-2024,02-03-2024,robertaholloway@example.net,2.0,
Smith LLC Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,30-10-2022,05-11-2022,bensonclarence@example.com,1.0,
Vargas Group Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,22-05-2022,28-05-2022,kevin84@example.net,2.0,Poor
"Hill, Hernandez and Jones Project",Rate the communication between team members on a scale of 1 to 5,29-10-2023,04-11-2023,stewartjason@example.net,,
Ward Ltd Project,Rate the level of innovation demonstrated in the project from 1 to 5,20-08-2023,26-08-2023,michaelbrooks@example.org,5.0,
Johnson-Duncan Initiative,How satisfied are you with the level of transparency in project communication?,08-01-2023,14-01-2023,kingkathy@example.com,4.0,
Chaney Inc Solution,Rate the level of innovation demonstrated in the project from 1 to 5,02-07-2023,08-07-2023,snydermary@example.com,5.0,
Frey LLC Solution,How would you rate the level of client satisfaction with the project outcomes?,26-02-2023,04-03-2023,richarddowns@example.com,2.0,
Barnett-Harris Initiative,How would you rate the level of client satisfaction with the project outcomes?,21-08-2022,27-08-2022,xruiz@example.org,3.0,
"Francis, Quinn and Cook Initiative",How satisfied are you with the overall progress of the project?,10-04-2022,16-04-2022,robertsbianca@example.org,,Fair
"Hernandez, Smith and Lee Project",How satisfied are you with the level of transparency in project communication?,28-05-2023,03-06-2023,armstrongmelissa@example.com,5.0,
Schneider-Tyler Solution,How would you rate the level of client satisfaction with the project outcomes?,17-09-2023,23-09-2023,qhill@example.org,2.0,Good
"Castillo, Frey and Stewart Project",Rate the level of adaptability shown by the team members on a scale of 1 to 5,26-02-2023,04-03-2023,dianetran@example.com,5.0,
"Roberts, Brown and Lee Initiative",How satisfied are you with the level of collaboration within the team?,18-06-2023,24-06-2023,cmiller@example.org,1.0,
Wheeler and Sons Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,05-02-2023,11-02-2023,hollywilliams@example.net,4.0,
"Roberts, Brown and Lee Initiative",Rate the level of adaptability shown by the team members on a scale of 1 to 5,16-10-2022,22-10-2022,marisaprice@example.org,1.0,
"Taylor, Elliott and Trevino Solution",How would you rate the quality of work delivered by the team?,16-07-2023,22-07-2023,jacksonsean@example.com,3.0,
Campbell Inc Initiative,Did the project meet your expectations? Please rate from 1 to 5,25-09-2022,01-10-2022,sean00@example.net,,Poor
"French, Perez and Hernandez Solution",How would you rate the problem-solving skills of the team?,26-03-2023,01-04-2023,dominguezkevin@example.net,,Fair
Vargas Group Solution,How satisfied are you with the level of collaboration within the team?,04-09-2022,10-09-2022,alanboyd@example.org,4.0,
"Ayala, Sexton and Casey Solution",Were the project resources allocated efficiently? Please rate from 1 to 5,01-10-2023,07-10-2023,joshuasanchez@example.org,4.0,Poor
Wheeler and Sons Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,28-05-2023,03-06-2023,meghanbarr@example.net,4.0,Excellent
Schneider-Tyler Solution,Rate the level of adaptability shown by the team members on a scale of 1 to 5,18-12-2022,24-12-2022,robert40@example.com,,
"Jones, Meyer and Smith Solution",Did you find the project timeline realistic? Please rate from 1 to 5,24-04-2022,30-04-2022,andrewlynch@example.org,5.0,
Ward Ltd Project,Did you find the project timeline realistic? Please rate from 1 to 5,22-05-2022,28-05-2022,mfox@example.org,5.0,
Colon-Oconnor Solution,Rate the communication between team members on a scale of 1 to 5,18-02-2024,24-02-2024,sethsnow@example.org,1.0,
Campbell Inc Initiative,Rate the communication between team members on a scale of 1 to 5,05-11-2023,11-11-2023,sarah62@example.net,3.0,Excellent
Middleton Ltd Project,Were the project resources allocated efficiently? Please rate from 1 to 5,16-10-2022,22-10-2022,wesleyward@example.net,,
Barnett-Harris Initiative,How would you rate the level of client satisfaction with the project outcomes?,06-08-2023,12-08-2023,michaelwalker@example.org,,Poor
Stanton-Pollard Project,Were the project risks effectively managed? Please rate from 1 to 5,24-03-2024,30-03-2024,mark40@example.net,1.0,
"Ayala, Sexton and Casey Solution",How would you rate the level of client satisfaction with the project outcomes?,27-11-2022,03-12-2022,vargassteven@example.com,2.0,
Wheeler and Sons Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,05-03-2023,11-03-2023,camposmargaret@example.org,5.0,
"Jones, Meyer and Smith Solution",How would you rate the level of client satisfaction with the project outcomes?,26-11-2023,02-12-2023,dfernandez@example.net,,Excellent
Wheeler and Sons Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,21-01-2024,27-01-2024,jesushoward@example.net,3.0,Average
"Barron, Brown and Hicks Project",Rate the level of stakeholder engagement on a scale of 1 to 5,11-09-2022,17-09-2022,phillip42@example.net,,Average
"French, Perez and Hernandez Solution",How satisfied are you with the level of collaboration within the team?,21-05-2023,27-05-2023,teresa21@example.net,4.0,
Vargas Group Solution,How satisfied are you with the level of collaboration within the team?,07-08-2022,13-08-2022,daniel04@example.com,1.0,Average
Mccarthy Group Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,25-06-2023,01-07-2023,katielester@example.net,,Poor
Green Ltd Project,Were the project goals clearly defined? Please rate from 1 to 5,16-04-2023,22-04-2023,svasquez@example.org,3.0,
Campbell Inc Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,12-06-2022,18-06-2022,ramirezmatthew@example.org,2.0,
Frey LLC Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,10-03-2024,16-03-2024,michael06@example.net,5.0,
Colon-Oconnor Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,17-12-2023,23-12-2023,tina68@example.com,5.0,Fair
"Jones, Meyer and Smith Solution",How would you rate the problem-solving skills of the team?,08-05-2022,14-05-2022,scottpeter@example.net,4.0,
"Roberts, Brown and Lee Initiative",How would you rate the level of client satisfaction with the project outcomes?,24-03-2024,30-03-2024,rogersmary@example.org,5.0,
Randall-Reyes Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,12-02-2023,18-02-2023,ngray@example.net,,Good
Colon-Oconnor Solution,How satisfied are you with the overall progress of the project?,26-03-2023,01-04-2023,powellstephanie@example.org,1.0,Fair
"Hill, Hernandez and Jones Project",Rate the level of stakeholder engagement on a scale of 1 to 5,14-01-2024,20-01-2024,ronniedorsey@example.com,5.0,
Vargas Group Solution,Rate the effectiveness of the project management on a scale of 1 to 5,08-01-2023,14-01-2023,robertbennett@example.org,3.0,
Colon-Oconnor Solution,Rate the accuracy of the project budget estimation from 1 to 5,12-02-2023,18-02-2023,clayshawn@example.net,5.0,
Carpenter-Holmes Project,Rate the level of stakeholder engagement on a scale of 1 to 5,06-08-2023,12-08-2023,dking@example.org,3.0,
Frey LLC Solution,Did you find the project timeline realistic? Please rate from 1 to 5,14-08-2022,20-08-2022,adamspatrick@example.com,4.0,
Vargas Group Solution,Rate the effectiveness of the project management on a scale of 1 to 5,21-08-2022,27-08-2022,richardjohnson@example.org,1.0,
